,latitude,longitude
216,69.9488,23.15114
217,69.94035,23.1327
218,69.92739,23.11005
219,69.93806,23.05898
220,69.94853,23.0553
221,69.95326,23.08431
222,69.96131,23.10331
223,69.97305,23.09992
224,69.98446,23.0941
225,70.00386,23.09795
226,70.01058,23.03257
227,70.02451,23.00733
228,70.03028,22.98774
229,70.03714,22.96362
230,70.04247,22.94997
231,70.04755,22.9699
232,70.05394,22.98368
233,70.06098,22.99626
234,70.07605,22.98293
235,70.08813,22.9854
236,70.0975,22.98639
237,70.10736,22.98914
238,70.11229,22.93171
239,70.10725,22.88646
240,70.09503,22.82916
241,70.09022,22.77719
242,70.08663,22.73163
243,70.07508,22.68605
244,70.07517,22.65642
245,70.07283,22.62916
246,70.0695,22.60528
247,70.06736,22.58346
248,70.065,22.55702
249,70.06188,22.52862
250,70.05951,22.50275
251,70.05788,22.47778
252,70.0567,22.45184
253,70.05551,22.42844
254,70.05534,22.40542
255,70.05331,22.38547
256,70.04896,22.36862
257,70.04371,22.35306
258,70.0376,22.33696
259,70.03184,22.31892
260,70.02395,22.30405
261,70.02584,22.28555
262,70.03476,22.27502
263,70.03914,22.26038
264,70.0381,22.2399
265,70.0367,22.20952
266,70.0376,22.17384
267,70.03454,22.14627
268,70.03045,22.1092
269,70.02602,22.08987
270,70.01932,22.06592
271,70.008,22.04508
272,69.99263,22.04126
273,69.98209,22.04206
274,69.97438,22.03777
275,69.96636,22.03912
276,69.95863,22.03669
277,69.95218,22.0365
278,69.94644,22.04678
279,69.93868,22.05205
280,69.9321,22.05399
281,69.92685,22.06387
282,69.92296,22.07647
283,69.91554,22.0717
284,69.91033,22.0528
285,69.90666,22.02976
286,69.89829,22.01572
287,69.89073,21.99134
288,69.88461,21.97671
289,69.87868,21.97452
290,69.87639,21.98377
291,69.87111,21.98903
292,69.86322,22.00209
293,69.85545,22.01889
294,69.8485,22.02743
295,69.84272,22.01698
296,69.84145,21.99494
297,69.83868,21.9713
298,69.83787,21.94874
299,69.84277,21.92402
300,69.83883,21.9014
301,69.84059,21.88181
302,69.84186,21.85662
303,69.84361,21.82975
304,69.8485,21.81426
305,69.85636,21.80302
306,69.86164,21.80062
307,69.8747,21.76785
308,69.87955,21.74651
309,69.88267,21.71863
310,69.88488,21.69351
311,69.88473,21.68236
312,69.87935,21.67963
313,69.87911,21.6648
314,69.88735,21.64597
315,69.88679,21.62771
316,69.89645,21.61943
317,69.89934,21.59125
318,69.89749,21.54431
319,69.89134,21.51661
320,69.89012,21.49215
321,69.88343,21.476
322,69.88765,21.44252
323,69.89329,21.42174
324,69.89795,21.40033
325,69.90053,21.38236
326,69.90206,21.35659
327,69.90824,21.3409
328,69.9061,21.32707
329,69.90009,21.31812
330,69.89679,21.30487
331,69.89919,21.28017
332,69.89887,21.24839
333,69.89941,21.22684
334,69.89967,21.20299
335,69.89401,21.18828
336,69.88388,21.19426
337,69.87517,21.20376
338,69.86471,21.21637
339,69.85341,21.22887
340,69.84554,21.21923
341,69.83822,21.20859
342,69.83197,21.19304
343,69.82465,21.17974
344,69.81703,21.15003
345,69.80493,21.14089
346,69.80011,21.11551
347,69.79344,21.08537
348,69.79082,21.06283
349,69.78568,21.04681
350,69.77817,21.03725
351,69.76913,21.02494
352,69.76882,21.00725
353,69.77451,20.97673
354,69.77905,20.96147
355,69.78999,20.94404
356,69.79691,20.93001
357,69.80506,20.90475
358,69.81229,20.84871
359,69.82107,20.80171
360,69.81516,20.76662
361,69.80336,20.73156
362,69.7939,20.71442
363,69.78983,20.68974
364,69.79095,20.66212
365,69.78764,20.63671
366,69.78136,20.60654
367,69.77515,20.57742
368,69.77022,20.55647
369,69.76266,20.54127
370,69.75608,20.52337
371,69.75379,20.50868
372,69.75063,20.49304
373,69.74407,20.50087
374,69.73625,20.51867
375,69.72648,20.52619
376,69.71638,20.52825
377,69.7072,20.52958
378,69.69744,20.52163
379,69.69039,20.51481
380,69.68285,20.50747
381,69.67359,20.495
382,69.67001,20.48652
383,69.66308,20.47476
384,69.65332,20.47261
385,69.64315,20.46468
386,69.63323,20.46938
387,69.62024,20.47971
388,69.61015,20.50221
389,69.60457,20.53106
390,69.59728,20.54985
391,69.58565,20.57512
392,69.57334,20.58893
393,69.55912,20.60249
394,69.54903,20.62014
395,69.53903,20.64014
396,69.53005,20.66655
397,69.52457,20.69529
398,69.52482,20.73256
399,69.52387,20.76405
400,69.51361,20.78586
401,69.50177,20.81038
402,69.49304,20.82513
403,69.49517,20.79934
404,69.50816,20.74227
405,69.51271,20.70783
406,69.50914,20.68199
407,69.51634,20.63482
408,69.51852,20.62707
409,69.52544,20.61142
410,69.53692,20.59919
411,69.54465,20.58661
412,69.54826,20.56906
413,69.54252,20.55082
414,69.54216,20.50473
415,69.54107,20.44362
416,69.54094,20.3804
417,69.53148,20.37426
418,69.52264,20.36549
419,69.51505,20.35594
420,69.50761,20.35716
421,69.49777,20.34556
422,69.48278,20.33578
423,69.46925,20.32705
424,69.45777,20.32302
425,69.44973,20.30876
426,69.44179,20.29353
427,69.43038,20.28022
428,69.42223,20.26774
429,69.40931,20.26053
430,69.39556,20.26939
431,69.38791,20.27495
432,69.38085,20.2996
433,69.37378,20.28758
434,69.36549,20.27603
435,69.3731,20.25176
436,69.38162,20.20717
437,69.38346,20.18045
438,69.37615,20.15791
439,69.36779,20.12839
440,69.36091,20.10499
441,69.35413,20.08258
442,69.34586,20.06
443,69.33479,20.05157
444,69.32824,20.03188
445,69.32001,20.01376
446,69.30641,19.99433
447,69.29851,19.97947
448,69.28872,19.96144
449,69.28374,19.96027
450,69.28061,19.96087
451,69.27828,19.96127
452,69.27636,19.95871
453,69.27527,19.95388
454,69.27339,19.9429
455,69.27216,19.93763
456,69.27013,19.93401
457,69.26643,19.93049
458,69.26358,19.92665
459,69.26155,19.92191
460,69.26077,19.89952
461,69.25452,19.88106
462,69.25015,19.86282
463,69.24821,19.85543
464,69.24463,19.85061
465,69.24106,19.8441
466,69.23733,19.83878
467,69.23466,19.83016
468,69.23089,19.82678
469,69.22721,19.82062
470,69.22349,19.81309
471,69.22011,19.8069
472,69.21595,19.79797
473,69.21247,19.78893
474,69.20855,19.78243
475,69.20468,19.77518
476,69.20136,19.76988
477,69.19777,19.75985
478,69.196,19.73817
479,69.19355,19.72168
480,69.19077,19.68711
481,69.19633,19.66933
482,69.20582,19.65543
483,69.20872,19.64491
484,69.21294,19.64024
485,69.21875,19.6113
486,69.22033,19.59692
487,69.22079,19.58237
488,69.22051,19.56736
489,69.21858,19.55517
490,69.21403,19.54619
491,69.21314,19.5307
492,69.21355,19.52345
493,69.21408,19.51547
494,69.2147,19.50825
495,69.21512,19.50097
496,69.21497,19.4941
497,69.215,19.4863
498,69.21539,19.4785
499,69.21592,19.47115
500,69.2164,19.46477
501,69.21746,19.45837
502,69.21886,19.45309
503,69.22018,19.4462
504,69.22135,19.4384
505,69.2226,19.43071
506,69.22395,19.42235
507,69.22516,19.41381
508,69.22661,19.40575
509,69.22788,19.39886
510,69.22866,19.39295
511,69.2295,19.38581
512,69.22991,19.37785
513,69.23057,19.37078
514,69.23246,19.36551
515,69.23475,19.36279
516,69.23581,19.35769
517,69.23547,19.35136
518,69.2353,19.34214
519,69.23462,19.33379
520,69.2326,19.32112
521,69.22861,19.3133
522,69.22173,19.31623
523,69.21756,19.30869
524,69.21416,19.29454
525,69.20982,19.28364
526,69.20522,19.27211
527,69.19641,19.24815
528,69.19294,19.23776
529,69.18974,19.22577
530,69.1849,19.22044
531,69.1812,19.21211
532,69.1782,19.2039
533,69.17488,19.19501
534,69.17311,19.18052
535,69.16881,19.16317
536,69.17216,19.14239
537,69.17101,19.10081
538,69.16424,19.07872
539,69.16427,19.06854
540,69.16302,19.05746
541,69.15764,19.0467
542,69.14434,19.05053
543,69.13781,19.04595
544,69.13223,19.01442
545,69.12721,18.99264
546,69.11761,18.97597
547,69.11541,18.91311
548,69.11286,18.87087
549,69.10812,18.84099
550,69.10874,18.81563
551,69.11498,18.78044
552,69.12135,18.73968
553,69.12697,18.70518
554,69.13592,18.68477
555,69.14156,18.66364
556,69.14454,18.65044
557,69.14551,18.63539
558,69.14737,18.61886
559,69.14326,18.60075
560,69.13519,18.58872
561,69.12549,18.57715
562,69.10099,18.60749
563,69.09425,18.59283
564,69.08695,18.58043
565,69.0761,18.55304
566,69.06687,18.52435
567,69.06407,18.51315
568,69.06153,18.49413
569,69.05156,18.48832
570,69.04384,18.51042
571,69.03111,18.50224
572,69.01415,18.48336
573,69.00852,18.50689
574,68.98365,18.5144
575,68.94669,18.46749
576,68.92455,18.45096
577,68.89881,18.39568
578,68.88522,18.35397
579,68.86955,18.3556
580,68.86567,18.34623
581,68.86104,18.34834
582,68.85977,18.34301
583,68.86022,18.31815
584,68.85732,18.29954
585,68.85036,18.28416
586,68.83778,18.25633
587,68.83068,18.23384
588,68.82422,18.20763
589,68.81772,18.18405
590,68.80795,18.18105
591,68.79897,18.1815
592,68.78828,18.17636
593,68.78001,18.16886
594,68.77168,18.16925
595,68.76228,18.16652
596,68.75766,18.14912
597,68.75243,18.13101
598,68.74661,18.11971
599,68.7346,18.10859
600,68.72529,18.09939
601,68.71446,18.09985
602,68.69879,18.09323
603,68.69089,18.05294
604,68.68668,18.02088
605,68.68694,17.98923
606,68.69072,17.96762
607,68.68281,17.94696
608,68.67709,17.91058
609,68.66923,17.86368
610,68.66592,17.8218
611,68.66796,17.79066
612,68.6619,17.76824
613,68.65892,17.72371
614,68.65268,17.69366
615,68.64019,17.67847
616,68.62597,17.66768
617,68.61206,17.6375
618,68.59736,17.61516
619,68.58882,17.60064
620,68.58447,17.59265
621,68.57637,17.5869
622,68.56597,17.5749
623,68.5607,17.56988
624,68.5572,17.56308
625,68.55398,17.55781
626,68.5493,17.55724
627,68.54606,17.56338
628,68.53764,17.57441
629,68.52933,17.56921
630,68.51841,17.56486
631,68.51179,17.54741
632,68.50296,17.54548
633,68.49732,17.52985
634,68.49144,17.51809
635,68.48503,17.52401
636,68.47829,17.49784
637,68.46544,17.48216
638,68.44959,17.46423
639,68.44752,17.45671
640,68.44297,17.43895
641,68.43843,17.42699
642,68.42774,17.43266
643,68.41418,17.43278
644,68.41114,17.42693
645,68.40608,17.41861
646,68.41116,17.40898
647,68.4209,17.38613
648,68.42429,17.35481
649,68.42037,17.30705
650,68.41002,17.3125
651,68.40027,17.26883
652,68.39263,17.25002
653,68.38513,17.25541
654,68.37396,17.25522
655,68.37037,17.22828
656,68.37728,17.21567
657,68.3832,17.20157
658,68.38999,17.19014
659,68.39199,17.16549
660,68.39093,17.14837
661,68.38835,17.13098
662,68.38258,17.11948
663,68.38338,17.09961
664,68.38115,17.07286
665,68.37895,17.04564
666,68.37183,17.0394
667,68.36254,17.03937
668,68.35479,17.02405
669,68.35691,17.00862
670,68.35765,16.9934
671,68.35617,16.97714
672,68.35392,16.96056
673,68.35102,16.94449
674,68.34714,16.92932
675,68.34492,16.91135
676,68.34546,16.89475
677,68.34183,16.87632
678,68.33713,16.85111
679,68.3317,16.82756
680,68.33613,16.81502
681,68.33867,16.81968
682,68.34034,16.81046
683,68.33869,16.79716
684,68.33407,16.77826
685,68.331,16.76848
686,68.33043,16.75116
687,68.3312,16.74105
688,68.3298,16.72396
689,68.32651,16.70981
690,68.3248,16.69579
691,68.32256,16.68201
692,68.31922,16.66729
693,68.32161,16.65234
694,68.31812,16.62937
695,68.31387,16.62715
696,68.30612,16.63652
697,68.30034,16.64779
698,68.29577,16.65063
699,68.29332,16.64574
700,68.28925,16.63661
701,68.28565,16.62178
702,68.28524,16.58702
703,68.28974,16.55824
704,68.29588,16.52892
705,68.29835,16.50427
706,68.29245,16.47362
707,68.28463,16.46699
708,68.28187,16.4528
709,68.27722,16.44432
710,68.27116,16.44133
711,68.26654,16.42741
712,68.26448,16.41173
713,68.2634,16.40068
714,68.25986,16.39391
715,68.25555,16.39521
716,68.25207,16.39609
717,68.25281,16.38301
718,68.24731,16.37684
719,68.24357,16.37088
720,68.24014,16.3573
721,68.24378,16.33946
722,68.24609,16.31224
723,68.24092,16.29305
724,68.23612,16.27435
725,68.23471,16.25862
726,68.23224,16.24662
727,68.23848,16.23853
728,68.22258,16.07217
729,68.21744,16.05245
730,68.21004,16.06188
731,68.20264,16.06115
732,68.19358,16.05403
733,68.19394,16.02834
734,68.18787,16.0201
735,68.17845,16.03063
736,68.17004,16.01557
737,68.16588,15.99354
738,68.16561,15.96213
739,68.15955,15.94524
740,68.15572,15.9318
741,68.15311,15.94522
742,68.14889,15.92249
743,68.14563,15.89916
744,68.13911,15.89045
745,68.13418,15.89903
746,68.12815,15.88148
747,68.1221,15.8812
748,68.11378,15.86676
749,68.10737,15.88299
750,68.10586,15.89027
751,68.09693,15.88705
752,68.09132,15.86266
753,68.08788,15.87651
754,68.08055,15.90816
755,68.07295,15.90972
756,68.07012,15.92404
757,68.06547,15.92854
758,68.0536,15.95348
759,68.04314,15.96645
760,68.03467,15.98693
761,68.02849,16.00253
762,68.01632,16.01845
763,68.0061,16.02554
764,67.99696,16.01695
765,67.9931,16.00289
766,67.99137,15.98415
767,67.9876,15.9742
768,67.97749,15.98354
769,67.96802,15.97964
770,67.9652,15.96009
771,67.96305,15.94261
772,67.96348,15.93061
773,67.95887,15.91675
774,67.9482,15.89382
775,67.94263,15.88637
776,67.94054,15.87283
777,67.93614,15.87199
778,67.93121,15.87416
779,67.92629,15.87958
780,67.92422,15.88977
781,67.91432,15.885
782,67.90941,15.87749
783,67.90474,15.8698
784,67.90088,15.86125
785,67.89572,15.86049
786,67.89068,15.86364
787,67.88534,15.86756
788,67.88276,15.87848
789,67.87778,15.88456
790,67.87392,15.88852
791,67.87372,15.90252
792,67.87255,15.91628
793,67.86871,15.92108
794,67.86285,15.9307
795,67.86164,15.94336
796,67.86169,15.95902
797,67.86052,15.97271
798,67.85874,15.98436
799,67.85799,15.99834
800,67.85539,16.00933
801,67.85091,16.01563
802,67.84571,16.01467
803,67.84119,16.00927
804,67.83639,16.00117
805,67.82704,15.99367
806,67.80971,15.99237
807,67.79851,15.97272
808,67.7909,15.93435
809,67.77927,15.92253
810,67.77403,15.93313
811,67.76448,15.9491
812,67.74763,15.916
813,67.74315,15.90399
814,67.73693,15.89565
815,67.72917,15.90442
816,67.72253,15.89621
817,67.71863,15.88154
818,67.7131,15.87102
819,67.70725,15.85432
820,67.70086,15.84291
821,67.69351,15.84589
822,67.68824,15.84796
823,67.68704,15.85322
824,67.6856,15.85796
825,67.68377,15.86169
826,67.68164,15.86516
827,67.67932,15.86892
828,67.67697,15.87267
829,67.67435,15.87675
830,67.67168,15.88083
831,67.669,15.88491
832,67.66638,15.88891
833,67.66372,15.89295
834,67.66102,15.89706
835,67.65833,15.90116
836,67.65593,15.90432
837,67.64863,15.9062
838,67.64456,15.92485
839,67.63726,15.92451
840,67.63003,15.92582
841,67.62262,15.93489
842,67.61578,15.94199
843,67.6124,15.94907
844,67.60989,15.94788
845,67.60741,15.9467
846,67.60478,15.94543
847,67.60224,15.94422
848,67.59973,15.94302
849,67.59726,15.94186
850,67.59394,15.93718
851,67.59371,15.91818
852,67.59285,15.89718
853,67.58979,15.87825
854,67.58678,15.87885
855,67.58517,15.88436
856,67.58384,15.88968
857,67.57831,15.89033
858,67.57371,15.87411
859,67.57294,15.86857
860,67.57239,15.86225
861,67.57223,15.85555
862,67.57155,15.85029
863,67.56981,15.84186
864,67.56692,15.81641
865,67.5622,15.79477
866,67.55805,15.77633
867,67.55636,15.76674
868,67.55785,15.76185
869,67.55526,15.7449
870,67.55325,15.7286
871,67.55374,15.71897
872,67.55444,15.71386
873,67.55388,15.70798
874,67.55364,15.69219
875,67.54915,15.67101
876,67.54402,15.65608
877,67.5366,15.64234
878,67.5345,15.63857
879,67.5325,15.63432
880,67.53087,15.63021
881,67.52934,15.62563
882,67.52795,15.62073
883,67.52342,15.60178
884,67.51725,15.58846
885,67.50959,15.57424
886,67.49668,15.58031
887,67.47889,15.59531
888,67.47659,15.59285
889,67.47462,15.58783
890,67.47235,15.58355
891,67.46952,15.58126
892,67.46574,15.58085
893,67.45992,15.57632
894,67.45351,15.57151
895,67.44855,15.56658
896,67.44213,15.5637
897,67.43572,15.5579
898,67.4235,15.56179
899,67.41994,15.57389
900,67.41771,15.58376
901,67.4158,15.58571
902,67.4132,15.58553
903,67.41122,15.59422
904,67.41181,15.60987
905,67.41183,15.62833
906,67.41448,15.64481
907,67.41891,15.65892
908,67.42163,15.66959
909,67.42106,15.67633
910,67.41866,15.67723
911,67.41695,15.67422
912,67.41495,15.66418
913,67.4119,15.65509
914,67.40386,15.65713
915,67.40202,15.67097
916,67.3962,15.67531
917,67.39184,15.66378
918,67.38764,15.65275
919,67.36916,15.63434
920,67.35727,15.60993
921,67.34898,15.57869
922,67.33593,15.53582
923,67.32455,15.50137
924,67.3115,15.46442
925,67.28383,15.41702
926,67.26839,15.38466
927,67.25893,15.39175
928,67.25929,15.39882
929,67.26101,15.41308
930,67.25855,15.43225
931,67.25077,15.42855
932,67.23876,15.41611
933,67.23202,15.40173
934,67.22516,15.41418
935,67.21579,15.40881
936,67.2092,15.43723
937,67.19723,15.45572
938,67.19071,15.47376
939,67.18437,15.48701
940,67.17339,15.47545
941,67.16866,15.48647
942,67.16352,15.48799
943,67.16276,15.47533
944,67.15685,15.46861
945,67.14958,15.45861
946,67.14105,15.45129
947,67.13052,15.44725
948,67.11863,15.45267
949,67.10536,15.46205
950,67.09612,15.4659
951,67.09897,15.44369
952,67.09467,15.42427
953,67.08749,15.39855
954,67.07721,15.37989
955,67.04237,15.37969
956,67.02638,15.35891
957,67.01434,15.35334
958,67.00803,15.35241
959,67.00102,15.3498
960,66.98903,15.32635
961,66.97543,15.31481
962,66.96627,15.30752
963,66.95747,15.30587
964,66.94485,15.30222
965,66.93048,15.31878
966,66.91884,15.32241
967,66.90679,15.31002
968,66.88639,15.29443
969,66.87244,15.29697
970,66.85778,15.31351
971,66.84529,15.31921
972,66.83813,15.34331
973,66.83165,15.36557
974,66.82423,15.38053
975,66.81676,15.39705
976,66.80662,15.41508
977,66.79931,15.43952
978,66.79327,15.45119
979,66.7769,15.47281
980,66.76783,15.47595
981,66.75417,15.47767
982,66.74177,15.47569
983,66.73449,15.47117
984,66.71446,15.4635
985,66.71018,15.45484
986,66.69339,15.43632
987,66.68484,15.41912
988,66.67501,15.41264
989,66.66025,15.40759
990,66.63982,15.3889
991,66.62556,15.37903
992,66.5953,15.35338
993,66.57702,15.35147
994,66.56292,15.34221
995,66.54905,15.31503
996,66.53656,15.30351
997,66.52459,15.30381
998,66.5148,15.30158
999,66.50586,15.28175
1000,66.49572,15.2452
1001,66.47811,15.23434
1002,66.46806,15.23155
1003,66.45629,15.20916
1004,66.44729,15.16562
1005,66.46302,15.09559
1006,66.47607,15.04122
1007,66.49695,14.98608
1008,66.50739,14.96708
1009,66.50345,14.94057
1010,66.50282,14.90491
1011,66.49517,14.88476
1012,66.48432,14.87489
1013,66.47257,14.86139
1014,66.45741,14.84132
1015,66.44409,14.8255
1016,66.43939,14.81442
1017,66.42644,14.7858
1018,66.41857,14.75591
1019,66.41062,14.73129
1020,66.40769,14.70682
1021,66.39962,14.6785
1022,66.38967,14.64288
1023,66.38557,14.60469
1024,66.38571,14.55689
1025,66.39153,14.53249
1026,66.40265,14.53823
1027,66.40701,14.52423
1028,66.40707,14.50518
1029,66.40669,14.49649
1030,66.40627,14.47635
1031,66.40137,14.45019
1032,66.40207,14.43152
1033,66.39889,14.39914
1034,66.38772,14.39383
1035,66.37436,14.38666
1036,66.36794,14.34031
1037,66.35972,14.31334
1038,66.34433,14.31628
1039,66.33582,14.29882
1040,66.33493,14.2719
1041,66.32343,14.25456
1042,66.32361,14.23894
1043,66.32549,14.21986
1044,66.32581,14.19881
1045,66.32407,14.17621
1046,66.32355,14.17526
1047,66.32036,14.17113
1048,66.31513,14.16685
1049,66.31455,14.15958
1050,66.30905,14.15268
1051,66.30659,14.14605
1052,66.30431,14.14361
1053,66.30557,14.13422
1054,66.30534,14.1322
1055,66.30326,14.11568
1056,66.29915,14.10133
1057,66.29494,14.09195
1058,66.29077,14.08104
1059,66.28961,14.0623
1060,66.28561,14.04726
1061,66.27858,14.03627
1062,66.27259,14.01246
1063,66.27273,13.991
1064,66.26687,13.9762
1065,66.25649,13.9756
1066,66.25148,13.97776
1067,66.24769,13.96661
1068,66.24201,13.95195
1069,66.23771,13.93182
1070,66.23265,13.91122
1071,66.23111,13.88349
1072,66.22847,13.86104
1073,66.22129,13.84701
1074,66.21491,13.82377
1075,66.209,13.80434
1076,66.20045,13.79324
1077,66.18131,13.79806
1078,66.17394,13.81725
1079,66.16677,13.83506
1080,66.15789,13.84062
1081,66.14138,13.83218
1082,66.12992,13.81835
1083,66.11877,13.81144
1084,66.1093,13.8092
1085,66.09742,13.81429
1086,66.08847,13.81845
1087,66.08485,13.82804
1088,66.08158,13.82624
1089,66.07666,13.81869
1090,66.06872,13.76959
1091,66.05261,13.65278
1092,66.04818,13.61464
1093,66.05131,13.5903
1094,66.05704,13.56505
1095,66.04924,13.53451
1096,66.03322,13.48131
1097,66.01295,13.45456
1098,65.97091,13.42866
1099,65.94706,13.40772
1100,65.92989,13.40684
1101,65.91961,13.37524
1102,65.90761,13.32751
1103,65.90241,13.2833
1104,65.89253,13.26286
1105,65.8853,13.2393
1106,65.874,13.22499
1107,65.86994,13.21001
1108,65.86351,13.19819
1109,65.85448,13.19534
1110,65.84386,13.20177
1111,65.84325,13.20249
1112,65.83958,13.21042
1113,65.83475,13.21209
1114,65.83502,13.21763
1115,65.83035,13.23218
1116,65.82526,13.23795
1117,65.8168,13.25024
1118,65.80782,13.25157
1119,65.7993,13.24764
1120,65.792,13.26294
1121,65.78341,13.27414
1122,65.77753,13.28882
1123,65.76127,13.2914
1124,65.75162,13.27529
1125,65.74227,13.2802
1126,65.73565,13.27927
1127,65.72834,13.27835
1128,65.72222,13.29027
1129,65.7119,13.28324
1130,65.70464,13.27092
1131,65.69746,13.26382
1132,65.68149,13.25787
1133,65.66481,13.26868
1134,65.65536,13.27599
1135,65.64681,13.28113
1136,65.63934,13.28001
1137,65.63412,13.28794
1138,65.62714,13.2914
1139,65.62235,13.30378
1140,65.61546,13.30804
1141,65.60845,13.3147
1142,65.60361,13.32612
1143,65.5979,13.33402
1144,65.5971,13.34886
1145,65.59647,13.36685
1146,65.59547,13.38373
1147,65.59068,13.38906
1148,65.58536,13.39357
1149,65.58083,13.39865
1150,65.57434,13.39815
1151,65.56581,13.40369
