,latitude,longitude
1152,65.56021,13.39811
1153,65.55288,13.39702
1154,65.54599,13.39792
1155,65.54027,13.40354
1156,65.53366,13.40644
1157,65.52846,13.39636
1158,65.51986,13.3958
1159,65.5061,13.41017
1160,65.48764,13.41262
1161,65.47365,13.40502
1162,65.45153,13.41688
1163,65.42878,13.40701
1164,65.41599,13.38954
1165,65.399,13.38243
1166,65.38151,13.3671
1167,65.36184,13.37982
1168,65.32666,13.37969
1169,65.30647,13.35109
1170,65.28034,13.3349
1171,65.26094,13.33182
1172,65.25613,13.31853
1173,65.2473,13.32097
1174,65.23542,13.33404
1175,65.23256,13.33789
1176,65.23166,13.34617
1177,65.22673,13.35387
1178,65.21789,13.36789
1179,65.21408,13.37088
1180,65.21289,13.37721
1181,65.20543,13.38413
1182,65.20087,13.37886
1183,65.19178,13.37416
1184,65.18499,13.3744
1185,65.18078,13.37394
1186,65.17297,13.37212
1187,65.16682,13.36881
1188,65.15148,13.35546
1189,65.13567,13.34486
1190,65.12357,13.33625
1191,65.11888,13.33631
1192,65.11558,13.33943
1193,65.11242,13.33888
1194,65.10909,13.33972
1195,65.10496,13.34115
1196,65.09726,13.33999
1197,65.09092,13.33064
1198,65.07982,13.31647
1199,65.05796,13.30368
1200,65.04505,13.29886
1201,65.0429,13.28978
1202,65.03975,13.28519
1203,65.03684,13.2769
1204,65.03076,13.2712
1205,65.02471,13.26408
1206,65.01863,13.2577
1207,65.00124,13.25206
1208,64.99577,13.24823
1209,64.96778,13.21359
1210,64.95682,13.19765
1211,64.94821,13.18111
1212,64.93967,13.17293
1213,64.93234,13.16328
1214,64.92638,13.14816
1215,64.93137,13.12569
1216,64.92361,13.10848
1217,64.9167,13.09269
1218,64.90611,13.07629
1219,64.89009,13.07741
1220,64.87572,13.06728
1221,64.86449,13.06372
1222,64.85651,13.04727
1223,64.84996,13.02817
1224,64.84419,13.00198
1225,64.83244,12.98847
1226,64.82117,12.9809
1227,64.8145,12.96527
1228,64.80572,12.94588
1229,64.79822,12.92908
1230,64.78861,12.90863
1231,64.77924,12.88913
1232,64.77076,12.87206
1233,64.76312,12.86718
1234,64.75114,12.85971
1235,64.74382,12.8463
1236,64.73758,12.8332
1237,64.73009,12.81074
1238,64.71548,12.79757
1239,64.70552,12.78313
1240,64.6947,12.76084
1241,64.68998,12.74197
1242,64.68303,12.73037
1243,64.67861,12.70997
1244,64.67487,12.69407
1245,64.67211,12.6838
1246,64.66662,12.67671
1247,64.66312,12.66295
1248,64.66045,12.64979
1249,64.65367,12.64894
1250,64.64753,12.63628
1251,64.64237,12.63153
1252,64.63749,12.62161
1253,64.63247,12.60726
1254,64.62587,12.60658
1255,64.61805,12.60009
1256,64.61284,12.59085
1257,64.6075,12.5869
1258,64.60406,12.57636
1259,64.59982,12.56578
1260,64.59202,12.56143
1261,64.58542,12.56078
1262,64.58016,12.55478
1263,64.57601,12.54634
1264,64.57345,12.52684
1265,64.56688,12.50489
1266,64.55906,12.48024
1267,64.54656,12.45825
1268,64.53583,12.44072
1269,64.53649,12.4177
1270,64.52855,12.39035
1271,64.51926,12.37832
1272,64.50097,12.35746
1273,64.48667,12.34515
1274,64.47761,12.32813
1275,64.47036,12.31318
1276,64.46258,12.2946
1277,64.45337,12.3
1278,64.43224,12.31522
1279,64.41817,12.32639
1280,64.40215,12.32595
1281,64.39517,12.33752
1282,64.38082,12.3381
1283,64.37104,12.3369
1284,64.36294,12.33439
1285,64.35143,12.33667
1286,64.33716,12.33732
1287,64.32394,12.34505
1288,64.31235,12.34638
1289,64.30067,12.33888
1290,64.28877,12.32918
1291,64.28363,12.31802
1292,64.27518,12.30514
1293,64.26815,12.28793
1294,64.26248,12.2624
1295,64.26074,12.24633
1296,64.25799,12.22979
1297,64.25301,12.2116
1298,64.25014,12.19434
1299,64.24553,12.17996
1300,64.2426,12.16553
1301,64.23887,12.14157
1302,64.23387,12.11404
1303,64.22985,12.09089
1304,64.22455,12.07186
1305,64.22199,12.05199
1306,64.20898,12.02898
1307,64.19968,11.99128
1308,64.19448,11.95307
1309,64.19013,11.92294
1310,64.1836,11.89416
1311,64.17801,11.87228
1312,64.17995,11.84819
1313,64.17417,11.821
1314,64.1675,11.80657
1315,64.16041,11.77854
1316,64.15148,11.76574
1317,64.14433,11.75272
1318,64.1395,11.73418
1319,64.13458,11.70255
1320,64.13049,11.68225
1321,64.13096,11.65567
1322,64.13197,11.64158
1323,64.12544,11.61738
1324,64.12127,11.60178
1325,64.11743,11.58418
1326,64.10876,11.56843
1327,64.10471,11.5494
1328,64.09866,11.5318
1329,64.08167,11.51705
1330,64.07008,11.51073
1331,64.06154,11.49625
1332,64.05189,11.49366
1333,64.03925,11.48476
1334,64.03194,11.47293
1335,64.02692,11.48155
1336,64.02106,11.49053
1337,64.01884,11.49039
1338,64.01454,11.49012
1339,64.0107,11.49561
1340,64.00544,11.49804
1341,64.00086,11.47935
1342,63.99348,11.4593
1343,63.98642,11.44041
1344,63.97581,11.42371
1345,63.9519,11.41581
1346,63.92673,11.42768
1347,63.91236,11.43956
1348,63.89243,11.43143
1349,63.88182,11.42834
1350,63.87637,11.40974
1351,63.86257,11.4027
1352,63.84684,11.40595
1353,63.83507,11.41968
1354,63.83128,11.4411
1355,63.82124,11.44962
1356,63.81034,11.45371
1357,63.79962,11.45917
1358,63.78627,11.46337
1359,63.77153,11.46778
1360,63.76583,11.44746
1361,63.76345,11.42278
1362,63.76041,11.40366
1363,63.75673,11.38823
1364,63.74983,11.37968
1365,63.74588,11.36705
1366,63.7407,11.34671
1367,63.73692,11.32543
1368,63.73256,11.30905
1369,63.73146,11.28678
1370,63.72502,11.25992
1371,63.71775,11.23652
1372,63.71691,11.22258
1373,63.71321,11.19672
1374,63.7118,11.17309
1375,63.69862,11.1514
1376,63.68251,11.13112
1377,63.67163,11.10163
1378,63.65216,11.0851
1379,63.63592,11.06371
1380,63.6212,11.07062
1381,63.61187,11.05541
1382,63.60308,11.03875
1383,63.58852,11.01725
1384,63.57742,10.99141
1385,63.56961,10.96449
1386,63.56612,10.94781
1387,63.55923,10.93048
1388,63.55552,10.91989
1389,63.55004,10.90425
1390,63.54892,10.90162
1391,63.54612,10.89821
1392,63.54493,10.88474
1393,63.54366,10.8685
1394,63.53776,10.84879
1395,63.53037,10.83551
1396,63.51935,10.85568
1397,63.51154,10.85687
1398,63.50229,10.86115
1399,63.49861,10.87061
1400,63.49325,10.8837
1401,63.4749,10.90394
1402,63.46683,10.91112
1403,63.44909,10.90426
1404,63.43741,10.85943
1405,63.43354,10.85236
1406,63.43131,10.84822
1407,63.42911,10.84434
1408,63.42701,10.84094
1409,63.42504,10.83797
1410,63.42311,10.83529
1411,63.42111,10.8327
1412,63.41147,10.81722
1413,63.4035,10.80784
1414,63.41632,10.76765
1415,63.42062,10.73583
1416,63.4261,10.71685
1417,63.42577,10.69011
1418,63.42643,10.66185
1419,63.42266,10.63469
1420,63.42264,10.58989
1421,63.42511,10.56496
1422,63.42296,10.54275
1423,63.42565,10.516
1424,63.43148,10.48991
1425,63.42575,10.4758
1426,63.41752,10.45799
1427,63.40769,10.43783
1428,63.40744,10.42195
1429,63.40067,10.39661
1430,63.39311,10.3864
1431,63.38043,10.37451
1432,63.36886,10.37922
1433,63.35351,10.37057
1434,63.33214,10.3547
1435,63.32217,10.31204
1436,63.3232,10.30158
1437,63.32456,10.2899
1438,63.32434,10.28019
1439,63.32254,10.26852
1440,63.32343,10.24593
1441,63.3245,10.22206
1442,63.32006,10.20468
1443,63.31606,10.20164
1444,63.31219,10.19723
1445,63.30865,10.16494
1446,63.32417,10.11585
1447,63.32386,10.07943
1448,63.32157,10.04803
1449,63.32683,10.00617
1450,63.33306,9.98479
1451,63.33196,9.93217
1452,63.32841,9.90611
1453,63.32418,9.89352
1454,63.32113,9.886
1455,63.31633,9.87271
1456,63.3071,9.85537
1457,63.29662,9.85382
1458,63.2967,9.847
1459,63.29724,9.8366
1460,63.29759,9.82928
1461,63.30291,9.82017
1462,63.31014,9.81018
1463,63.30812,9.79402
1464,63.30609,9.77696
1465,63.30402,9.76125
1466,63.30103,9.74478
1467,63.297,9.73159
1468,63.29092,9.712
1469,63.28808,9.70304
1470,63.28653,9.69208
1471,63.2846,9.68054
1472,63.28281,9.66946
1473,63.28278,9.65087
1474,63.28436,9.61512
1475,63.27048,9.59627
1476,63.25781,9.58657
1477,63.2441,9.56471
1478,63.23302,9.53714
1479,63.23563,9.5219
1480,63.2395,9.50701
1481,63.23593,9.49091
1482,63.23343,9.47119
1483,63.23223,9.45567
1484,63.23139,9.44384
1485,63.23063,9.43037
1486,63.23042,9.41746
1487,63.2303,9.40276
1488,63.22984,9.39135
1489,63.22812,9.38234
1490,63.22893,9.36938
1491,63.22982,9.3569
1492,63.23001,9.34394
1493,63.22948,9.32409
1494,63.22251,9.28676
1495,63.22306,9.25672
1496,63.21952,9.21856
1497,63.21251,9.18465
1498,63.20861,9.16314
1499,63.21277,9.14079
1500,63.21448,9.12393
1501,63.21513,9.11256
1502,63.21028,9.0824
1503,63.20944,9.05725
1504,63.21104,9.02753
1505,63.20693,8.99921
1506,63.20608,8.9885
1507,63.20154,8.98179
1508,63.20124,8.9668
1509,63.19946,8.95127
1510,63.19641,8.93171
1511,63.19658,8.91291
1512,63.19545,8.88836
1513,63.19146,8.86222
1514,63.1903,8.83733
1515,63.1886,8.81505
1516,63.18711,8.79548
1517,63.1852,8.7729
1518,63.18286,8.74929
1519,63.18491,8.73121
1520,63.18363,8.70675
1521,63.18006,8.67474
1522,63.17477,8.65152
1523,63.17123,8.62866
1524,63.16819,8.60115
1525,63.1615,8.5677
1526,63.1515,8.56786
1527,63.14423,8.56024
1528,63.14407,8.54617
1529,63.13909,8.53041
1530,63.13051,8.51936
1531,63.13098,8.50635
1532,63.13474,8.49502
1533,63.13743,8.49204
1534,63.13508,8.47869
1535,63.13363,8.45913
1536,63.13536,8.44421
1537,63.13827,8.42904
1538,63.13757,8.41484
1539,63.13405,8.39941
1540,63.13043,8.38358
1541,63.12263,8.33783
1542,63.11929,8.30764
1543,63.11611,8.31871
1544,63.11075,8.32877
1545,63.09968,8.3425
1546,63.0906,8.35153
1547,63.08508,8.34884
1548,63.08123,8.33814
1549,63.07791,8.32507
1550,63.07385,8.3034
1551,63.07172,8.28358
1552,63.07181,8.25068
1553,63.06844,8.22761
1554,63.05191,8.12001
1555,63.05064,8.10353
1556,63.04997,8.09
1557,63.04877,8.08163
1558,63.04482,8.06348
1559,63.04258,8.04812
1560,63.03688,8.04215
1561,63.03153,8.02933
1562,63.02322,8.01561
1563,63.0157,8.00331
1564,63.01208,7.99051
1565,63.01109,7.97128
1566,63.00376,7.95229
1567,62.9964,7.9287
1568,62.99314,7.89636
1569,62.98962,7.88123
1570,62.98005,7.86894
1571,62.97511,7.84749
1572,62.96982,7.81654
1573,62.97116,7.79875
1574,62.97605,7.78811
1575,62.97236,7.78111
1576,62.96533,7.77016
1577,62.9582,7.77308
1578,62.94705,7.75125
1579,62.92784,7.71039
1580,62.91099,7.68653
1581,62.90065,7.67677
1582,62.8947,7.67652
1583,62.89231,7.68102
1584,62.88541,7.67089
1585,62.8819,7.65841
1586,62.87951,7.65178
1587,62.87663,7.64776
1588,62.87484,7.6417
1589,62.87282,7.63696
1590,62.86975,7.63197
1591,62.86505,7.62267
1592,62.86217,7.61434
1593,62.85786,7.60525
1594,62.85092,7.59824
1595,62.8451,7.59813
1596,62.83982,7.60032
1597,62.8351,7.60099
1598,62.8293,7.60376
1599,62.81624,7.59645
1600,62.80594,7.57954
1601,62.80349,7.5742
1602,62.80143,7.56471
1603,62.79934,7.5575
1604,62.7967,7.54955
1605,62.79491,7.54322
1606,62.79269,7.53513
1607,62.79043,7.52768
1608,62.78737,7.52124
1609,62.78123,7.49616
1610,62.77876,7.48666
1611,62.77472,7.47067
1612,62.7681,7.42579
1613,62.76132,7.38207
1614,62.75584,7.31698
1615,62.75084,7.28392
1616,62.74832,7.26231
1617,62.7464,7.25117
1618,62.74402,7.24289
1619,62.74451,7.26094
1620,62.73361,7.28518
1621,62.7351,7.31112
1622,62.73213,7.33517
1623,62.73377,7.37691
1624,62.73299,7.4072
1625,62.73322,7.4202
1626,62.72722,7.42617
1627,62.71986,7.429
1628,62.7123,7.4322
1629,62.7043,7.42455
1630,62.69884,7.42902
1631,62.69778,7.44612
1632,62.69332,7.44872
1633,62.68913,7.45746
1634,62.68492,7.45713
1635,62.66428,7.50555
1636,62.65821,7.49924
1637,62.64035,7.51061
1638,62.62423,7.53513
1639,62.60102,7.5446
1640,62.5879,7.53813
1641,62.58233,7.54236
1642,62.57632,7.53951
1643,62.58008,7.56183
1644,62.57052,7.56981
1645,62.56693,7.5883
1646,62.5655,7.60652
1647,62.56843,7.6244
1648,62.56949,7.64079
1649,62.57679,7.66775
1650,62.58288,7.71187
1651,62.58147,7.74313
1652,62.57985,7.74865
1653,62.5775,7.75297
1654,62.57647,7.75872
1655,62.57656,7.76532
1656,62.5769,7.77228
1657,62.57718,7.77842
1658,62.57723,7.7847
1659,62.57557,7.78859
1660,62.5732,7.78823
1661,62.5715,7.78425
1662,62.5705,7.77961
1663,62.56992,7.77508
1664,62.56933,7.7701
1665,62.56874,7.76486
1666,62.56846,7.75921
1667,62.56818,7.754
1668,62.56744,7.74916
1669,62.56686,7.74402
1670,62.56733,7.73723
1671,62.56767,7.73431
1672,62.56803,7.72904
1673,62.56797,7.72281
1674,62.56728,7.71168
1675,62.56505,7.69691
1676,62.56274,7.69012
1677,62.56124,7.6851
1678,62.55601,7.69907
1679,62.55046,7.71374
1680,62.54479,7.71777
1681,62.53899,7.72632
1682,62.53407,7.73029
1683,62.5317,7.74678
1684,62.52207,7.7563
1685,62.50836,7.76563
1686,62.49582,7.76485
1687,62.48204,7.76315
1688,62.47384,7.7857
1689,62.46894,7.80409
1690,62.4529,7.83135
1691,62.43889,7.84532
1692,62.43535,7.86094
1693,62.43408,7.87957
1694,62.43436,7.89659
1695,62.43128,7.9184
1696,62.42904,7.93882
1697,62.42824,7.95508
1698,62.42883,7.97731
1699,62.4215,7.99762
1700,62.40322,8.0086
1701,62.39161,8.01598
1702,62.37809,8.03453
1703,62.36756,8.0412
1704,62.35798,8.04371
1705,62.34743,8.05661
1706,62.33869,8.06358
1707,62.32672,8.07776
1708,62.31385,8.09724
1709,62.30433,8.11229
1710,62.29767,8.1228
1711,62.28563,8.1375
1712,62.27282,8.16063
1713,62.26586,8.17718
1714,62.258,8.20581
1715,62.24337,8.22666
1716,62.23818,8.25297
1717,62.23696,8.28173
1718,62.23516,8.31025
1719,62.23104,8.34294
1720,62.23035,8.36775
1721,62.23147,8.38882
1722,62.22734,8.42133
1723,62.2204,8.44032
1724,62.20824,8.476
1725,62.19844,8.50781
1726,62.19362,8.53235
1727,62.19038,8.55756
1728,62.18225,8.60696
1729,62.1758,8.6277
1730,62.1685,8.64559
1731,62.16041,8.66432
1732,62.15053,8.68643
1733,62.14077,8.7002
1734,62.13303,8.71741
1735,62.12725,8.74133
1736,62.12623,8.77303
1737,62.1236,8.79856
1738,62.1206,8.8219
1739,62.11783,8.84711
1740,62.11912,8.87068
1741,62.11972,8.88615
1742,62.11956,8.89895
1743,62.12008,8.91283
1744,62.11846,8.9245
1745,62.11429,8.94898
1746,62.10812,8.98124
1747,62.10345,8.9981
1748,62.10187,9.01794
1749,62.0948,9.03358
1750,62.09357,9.05938
1751,62.09233,9.07768
1752,62.09039,9.09031
1753,62.08765,9.09877
1754,62.08516,9.11739
1755,62.08013,9.12542
1756,62.07569,9.12759
1757,62.06902,9.12265
1758,62.06212,9.12315
1759,62.05683,9.12878
1760,62.04755,9.13782
1761,62.04218,9.14732
1762,62.03731,9.16177
1763,62.03256,9.16888
1764,62.02591,9.1793
1765,62.02112,9.19067
1766,62.0154,9.20336
1767,62.00909,9.21317
1768,62.0049,9.21979
1769,61.99495,9.22854
1770,61.98608,9.24609
1771,61.97268,9.25056
1772,61.96103,9.25975
1773,61.95313,9.27546
1774,61.9483,9.29489
1775,61.9386,9.30493
1776,61.92833,9.31147
1777,61.92079,9.33781
1778,61.91546,9.35674
1779,61.90469,9.36864
1780,61.89126,9.40429
1781,61.8775,9.41883
1782,61.87078,9.4168
1783,61.86675,9.4023
1784,61.86015,9.40529
1785,61.85236,9.42374
1786,61.84635,9.44256
1787,61.84343,9.46084
1788,61.83897,9.48082
1789,61.83436,9.5009
1790,61.82786,9.52215
1791,61.82106,9.5407
1792,61.81464,9.55077
1793,61.80535,9.55343
1794,61.79586,9.55382
1795,61.78564,9.55051
1796,61.77789,9.54466
1797,61.77034,9.54592
1798,61.75826,9.5469
1799,61.74666,9.55673
1800,61.73493,9.55468
1801,61.72364,9.54121
1802,61.71328,9.54705
1803,61.70261,9.5549
1804,61.691,9.54913
1805,61.67921,9.54981
1806,61.66784,9.57858
1807,61.66078,9.61527
1808,61.66385,9.6483
1809,61.66132,9.67397
1810,61.65213,9.68388
1811,61.6397,9.69598
1812,61.62703,9.70787
1813,61.60758,9.71163
1814,61.58972,9.73395
1815,61.57545,9.7893
1816,61.57383,9.83124
1817,61.56792,9.87093
1818,61.56904,9.90307
1819,61.5559,9.94318
1820,61.54854,10.00801
1821,61.54847,10.04461
1822,61.5512,10.05817
1823,61.54275,10.08338
1824,61.5351,10.10996
1825,61.53015,10.13087
1826,61.52878,10.14665
1827,61.51845,10.16186
1828,61.50792,10.16751
1829,61.4988,10.17264
1830,61.48197,10.18208
1831,61.46579,10.18667
1832,61.45432,10.18286
1833,61.44516,10.19923
1834,61.43331,10.2026
1835,61.42133,10.22393
1836,61.40549,10.22567
1837,61.3955,10.23488
1838,61.38806,10.2438
1839,61.38457,10.2642
1840,61.3762,10.27691
1841,61.36124,10.28801
1842,61.34228,10.28956
1843,61.32673,10.28848
1844,61.31357,10.30027
1845,61.28381,10.32222
1846,61.27834,10.38118
1847,61.26568,10.41009
1848,61.24449,10.43617
1849,61.2324,10.443
1850,61.2219,10.44484
1851,61.20643,10.42718
1852,61.19414,10.41436
1853,61.18181,10.41877
1854,61.1697,10.4109
1855,61.16152,10.4092
1856,61.15502,10.41265
1857,61.15138,10.41627
1858,61.14379,10.41563
1859,61.13965,10.41867
1860,61.13574,10.42387
1861,61.13107,10.43131
1862,61.12189,10.44396
1863,61.10766,10.44265
1864,61.09763,10.4376
1865,61.09116,10.43285
1866,61.07931,10.43007
1867,61.06638,10.43058
1868,61.05122,10.43507
1869,61.0401,10.43801
1870,61.0255,10.44878
1871,61.01251,10.4745
1872,60.99892,10.50168
1873,60.99068,10.52804
1874,60.98248,10.56928
1875,60.97034,10.59733
1876,60.95995,10.62232
1877,60.94937,10.63956
1878,60.93463,10.65137
1879,60.92917,10.65508
1880,60.92825,10.6696
1881,60.92314,10.69164
1882,60.91277,10.71846
1883,60.91415,10.76614
1884,60.91128,10.81177
1885,60.89371,10.85657
1886,60.88425,10.90629
1887,60.8743,10.94152
1888,60.86204,10.95989
1889,60.85405,10.99365
1890,60.84958,11.01899
1891,60.84173,11.05583
1892,60.82969,11.08693
1893,60.81681,11.09644
1894,60.79714,11.12022
1895,60.77587,11.15264
1896,60.7554,11.19372
1897,60.73101,11.2157
1898,60.71589,11.24512
1899,60.69906,11.27558
1900,60.67429,11.28685
1901,60.66024,11.29053
1902,60.65421,11.29158
1903,60.64731,11.29357
1904,60.62713,11.29951
1905,60.61823,11.30041
1906,60.60682,11.30959
1907,60.59206,11.2907
1908,60.57397,11.26786
1909,60.56194,11.2548
1910,60.54651,11.24722
1911,60.52532,11.24249
1912,60.50787,11.24222
1913,60.4916,11.23623
1914,60.471,11.24682
1915,60.4578,11.23991
1916,60.44132,11.24205
1917,60.4204,11.24059
1918,60.40404,11.2369
1919,60.39161,11.2183
1920,60.37003,11.20462
1921,60.34951,11.20869
1922,60.33192,11.19021
1923,60.3209,11.16774
1924,60.31234,11.14322
1925,60.29504,11.13666
1926,60.28367,11.13876
1927,60.26404,11.17046
1928,60.2434,11.18121
1929,60.23227,11.17334
1930,60.21376,11.18274
1931,60.19335,11.18977
1932,60.18047,11.17192
1933,60.16308,11.15683
1934,60.14501,11.15157
1935,60.13492,11.15727
1936,60.12217,11.16394
1937,60.0922,11.14556
1938,60.06168,11.15116
1939,60.0467,11.13092
1940,60.03918,11.11177
1941,60.02963,11.09648
1942,60.02534,11.0809
1943,60.01658,11.06707
1944,60.00344,11.04636
1945,59.98964,11.02888
1946,59.98414,11.00228
1947,59.96654,10.98614
1948,59.95793,10.96632
1949,59.94814,10.9457
1950,59.93959,10.93193
1951,59.93966,10.90252
1952,59.93053,10.86638
1953,59.92429,10.84545
1954,59.92304,10.82246
1955,59.92311,10.80565
1956,59.917,10.81184
1957,59.90834,10.82007
1958,59.90321,10.81994
1959,59.8947,10.80455
1960,59.88427,10.81355
1961,59.87207,10.82595
1962,59.8573,10.83172
1963,59.84312,10.83799
1964,59.82349,10.84511
1965,59.8059,10.84209
1966,59.78193,10.83898
1967,59.76656,10.82383
1968,59.75643,10.79385
1969,59.74042,10.77874
1970,59.72113,10.75439
1971,59.71055,10.73796
1972,59.69123,10.73365
1973,59.67024,10.74449
1974,59.65805,10.74315
1975,59.65248,10.74107
1976,59.62096,10.7328
1977,59.59861,10.73871
1978,59.56705,10.72134
1979,59.53339,10.72859
1980,59.50321,10.71878
1981,59.47967,10.70335
1982,59.46016,10.69858
1983,59.45095,10.69933
1984,59.4335,10.70528
1985,59.4288,10.70615
1986,59.42273,10.70682
1987,59.41802,10.70342
1988,59.41215,10.69957
1989,59.40871,10.70206
1990,59.40554,10.71104
1991,59.40049,10.72549
1992,59.39193,10.73848
1993,59.38398,10.75569
1994,59.37869,10.76756
1995,59.37282,10.79029
1996,59.37114,10.79882
1997,59.36931,10.80682
1998,59.36703,10.8152
1999,59.36497,10.82261
2000,59.36256,10.82915
2001,59.35997,10.83597
2002,59.35627,10.85459
2003,59.35571,10.86301
2004,59.35512,10.87139
2005,59.3536,10.88072
2006,59.35172,10.8889
2007,59.35024,10.89702
2008,59.34921,10.90504
2009,59.34812,10.91373
2010,59.32942,10.93766
2011,59.32509,10.95889
2012,59.32071,10.96937
2013,59.31608,11.01028
2014,59.3119,11.03225
2015,59.30122,11.05493
2016,59.29597,11.06806
2017,59.29157,11.07412
2018,59.28556,11.07824
2019,59.27921,11.08209
2020,59.2728,11.09394
2021,59.26058,11.0975
2022,59.25171,11.10635
2023,59.24266,11.12859
2024,59.23821,11.13655
2025,59.22886,11.15021
2026,59.22131,11.15949
2027,59.21018,11.16811
2028,59.20437,11.17825
2029,59.20055,11.18731
2030,59.19635,11.19741
2031,59.18892,11.19964
2032,59.17899,11.20602
2033,59.17073,11.21511
2034,59.15715,11.22882
2035,59.14545,11.25076
2036,59.13463,11.26342
2037,59.12369,11.2705
2038,59.10641,11.25463
2039,59.08778,11.25112
2040,59.07401,11.24844
2041,59.06248,11.24741
2042,59.05218,11.25205
2043,59.03984,11.25623
2044,59.03013,11.24394
2045,59.01815,11.23904
2046,59.00579,11.23271
2047,58.9932,11.23114
2048,58.97791,11.23239
2049,58.96084,11.23605
2050,58.9383,11.25603
2051,58.91387,11.26418
2052,58.89933,11.27095
2053,58.88628,11.26927
2054,58.86842,11.27387
2055,58.84927,11.28281
2056,58.83589,11.27601
2057,58.82048,11.28292
2058,58.80546,11.2827
2059,58.78391,11.2765
2060,58.77072,11.27497
2061,58.75804,11.27988
2062,58.74939,11.29211
2063,58.7383,11.30417
2064,58.73382,11.32185
2065,58.72979,11.33821
2066,58.71802,11.35369
2067,58.70894,11.36495
2068,58.70335,11.38578
2069,58.6912,11.40178
2070,58.68417,11.40959
2071,58.67384,11.4106
2072,58.66401,11.41566
2073,58.65483,11.42944
2074,58.63986,11.43513
2075,58.63214,11.44154
2076,58.62504,11.44751
2077,58.61497,11.45455
2078,58.60004,11.45599
2079,58.58752,11.45315
2080,58.57695,11.45293
2081,58.56616,11.46959
2082,58.55807,11.49063
2083,58.54406,11.51872
2084,58.53095,11.5384
2085,58.51283,11.55432
2086,58.49626,11.57182
2087,58.48769,11.59706
2088,58.4899,11.61708
2089,58.48262,11.63193
2090,58.47331,11.64554
2091,58.46091,11.6558
2092,58.45125,11.66899
2093,58.44603,11.68221
2094,58.44291,11.69992
2095,58.43552,11.70987
2096,58.4298,11.71615
2097,58.42178,11.72408
2098,58.41055,11.73384
2099,58.39977,11.74707
2100,58.38787,11.76458
2101,58.37913,11.77554
2102,58.36973,11.79247
2103,58.36184,11.80581
2104,58.34859,11.82076
2105,58.33711,11.82748
2106,58.32797,11.83916
2107,58.32177,11.8518
2108,58.31161,11.85892
2109,58.29817,11.86131
2110,58.28634,11.87564
2111,58.2732,11.88902
2112,58.25812,11.89957
2113,58.23896,11.9102
2114,58.22362,11.91721
2115,58.20662,11.91084
2116,58.19416,11.90797
2117,58.18307,11.90776
2118,58.16947,11.89452
2119,58.16,11.8873
2120,58.1491,11.88482
2121,58.13482,11.88576
2122,58.11724,11.87993
2123,58.10458,11.88009
2124,58.09042,11.88224
2125,58.07496,11.88948
2126,58.0617,11.88524
2127,58.05071,11.86549
2128,58.04228,11.84802
2129,58.02853,11.84651
2130,58.01261,11.84319
2131,58.00129,11.8442
2132,57.98548,11.84192
2133,57.96817,11.84068
2134,57.9539,11.8502
2135,57.94523,11.85617
2136,57.93401,11.8703
2137,57.92015,11.88147
2138,57.91416,11.88922
2139,57.9072,11.90192
2140,57.89503,11.93
2141,57.88454,11.94521
2142,57.8744,11.96468
2143,57.85922,11.98593
2144,57.84711,12.00294
2145,57.82404,12.00397
2146,57.80626,12.00712
2147,57.7944,12.00409
2148,57.7804,11.99881
2149,57.76253,11.99286
2150,57.73933,11.98707
2151,57.72463,11.98229
2152,57.71352,11.99399
2153,57.70314,11.99481
2154,57.69121,11.99853
2155,57.67773,12.00875
2156,57.66254,12.0161
2157,57.64587,12.02316
2158,57.63014,12.03506
2159,57.61924,12.03921
2160,57.6049,12.05012
2161,57.59097,12.06262
2162,57.58465,12.06351
2163,57.57705,12.06057
2164,57.56866,12.05613
2165,57.54837,12.05293
2166,57.52402,12.04914
2167,57.50323,12.05255
2168,57.48793,12.04541
2169,57.47414,12.0501
2170,57.46364,12.07529
2171,57.4508,12.09633
2172,57.44121,12.11814
2173,57.43361,12.14954
2174,57.42238,12.16539
2175,57.41178,12.17203
2176,57.40133,12.18384
2177,57.39489,12.18891
2178,57.38976,12.18915
2179,57.38362,12.19264
2180,57.37549,12.19874
2181,57.36569,12.20531
2182,57.35855,12.20859
2183,57.35197,12.20965
2184,57.34551,12.20788
2185,57.33787,12.2059
2186,57.3311,12.20599
2187,57.32451,12.20717
2188,57.31646,12.20976
2189,57.30978,12.21289
2190,57.30129,12.2149
2191,57.28963,12.21595
2192,57.27851,12.21528
2193,57.2713,12.21516
2194,57.26054,12.21593
2195,57.24406,12.21947
2196,57.23151,12.22614
2197,57.20839,12.24264
2198,57.19284,12.25429
2199,57.17815,12.27214
2200,57.15862,12.28762
2201,57.14037,12.30418
2202,57.12019,12.32112
2203,57.09198,12.34306
2204,57.06763,12.35395
2205,57.04418,12.36958
2206,57.02444,12.38895
2207,57.00201,12.40496
2208,56.98341,12.42249
2209,56.96573,12.44457
2210,56.94915,12.47242
2211,56.93275,12.51151
2212,56.92121,12.54293
2213,56.90536,12.57523
2214,56.89314,12.59486
2215,56.88204,12.61181
2216,56.86935,12.64354
2217,56.85479,12.67207
2218,56.84183,12.70071
2219,56.83141,12.7095
2220,56.81232,12.7208
2221,56.80513,12.74674
2222,56.79266,12.78598
2223,56.77278,12.80954
2224,56.76395,12.82389
2225,56.75419,12.85084
2226,56.73502,12.8746
2227,56.71677,12.88667
2228,56.70366,12.89082
